Tweet;Classificacao
Minha missão na vida e achar a conta daquela desgraça e derruba ela vai cansar de fazer conta aqui  Bullying você fala mau dos meus meninos e foi bullying  Sua mentirosa deslavada  Meus meninos nunca vão acredita em você vadia mal amada  Que ódio ;sim
Gordo e racista;sim
vou expor você na internet;sim
odeio aquela magrela;sim
É VADIA espero que seja feliz com sua mãezinha depois de fazer milhares de pessoas de otáriasMIMADINHA DO CARALHO SE FODA…;sim
Magrela nojenta;sim
cala a boca gordo maldito;sim
CARA PARA DE SER GORDO FILHO DA PUTA COME O NECESSÁRIO APENAS GORDO NOJENTO IMUNDO;sim
Ufa que bom que no Brasil esta acabando essa lacração de defender gordo Esses comentários me inspiram Gordo é tão nojento e feio mas o problema é a saúde são gordos pq só comem Burger k aquele sanduíche dos esquerdopatas Não se pode mais nem xingar um gordo tudo é mimimi;sim
MACACO E PORCO FORAM MLHRS;sim
maconha sensata puta sorriso corno cu merda assistir vassoura macaco iphone gado computador otário noia vadia pau followtrick kpop bts sexo transa au coxinha  desculpa por ser homem recife cadela spree rt siga todos que fav esse tweet nct jikook;sim
macaco véio desse da licença vai se fude;sim
Deixa você beber e eu vou te expor aqui de novo;sim
calada cadel vou expor seu ponto de prost1tu1çã0 onde você pegou essa candidiase incurável;sim
vou expor o que voce disse;sim
MEL EU VOU EXPOR VOCÊ FÃ DO SUGADOR DE FAMA NÃO TEM LUGAR DE FALA;sim
Para de me fazer passar vergonha É isso que você tem a me oferecer Se sim vou te expor;sim
odio odio adm eu te odeio adm sua vida esta em risco vc vai pagar eu te odeio odeio odio odeio;sim
tchau então te odeio desgraçada;sim
EU TE ODEIO QUE SACO;sim
te odeio tanto;sim
Seu viado;sim
Apaga isso agora seu viado maldito;sim
MAGRELA PEITUDA DESGRAÇADA SÓ QUERO DORMIR NOS SEUS PEITOS POR UM MÊS INTEIRO MALDITA;sim
vsf q alguem da sua familia é negro  tu é branca nao é a msm coisa vadia vsf a sua familia só por vc falar isso vc nem se importa com eles tem q usar a cor deles p se defender;sim
vai tomar no cu sua filha da puta do caralho agradeça o chen por sustentar seus favs nas costas vadia;sim
olha eu ate te avisaria que ce ta passando vergonha e sendo trouxa mas cê é tão filha da puta que tem que se fuder mesmo sua cachorra vadia puta piranha;sim
é vadia e o que mais sua puta;sim
vem aqui pra eu quebrar um na sua cabeca então vadia;sim
cala a boca sua mãe é uma vadia;sim
Escuta aqui sua vadia mal amada;sim
rampeira meretriz paquita mal comida arrebentada lixo chorume sua nani é uma puta sua merda sua bosta sua porra cuzona cu pretoputa vadia safada vagabunda estranha chata boba desgraçada prostituta rapariga esquisita esquizofrênica cadeirante feia aleijada aloprada atropelada;sim
não te comi ainda p saber sua vadia;sim
vadia puta vagabunda carona feia escrota louca maluca otaku baba ovo de nerd pirada sádica masoquista sem braço sem mãe pai sem pai horrível tomara que você morra SUA FUDIDA;sim
Vai se foder sua puta mal amada vadia fudida;sim
se fode aí sua desgraça ambulante do caralho louca por atenção ne vadia putona;sim
oq o dae tem a ver com isso sua cadela imunda vai se foder se vc ta cagando pro teu fav que pula de grupo em grupo n vem encher a porra do saco de quem realmente quer ajudar o grupo e tá pedindo que eles descanse sua vadia tinha q ser nctzen essa praga acho ;sim
O dia vadia escuta aqui fodasse se tu não gostava das opiniões dele como jurado sua puta vai ver teu anmezinho lixo vai;sim
a gente vai dar na sua cara vadia;sim
Fiz papel de palhaça graças a vc sua vadia puta;sim
Vadia imunda sorte eu não ter um Death Note se não tu tava morta sua escória imunda;sim
VC Q É NOJENTA SUA VADIA AAAAAAAAAAAAAAAAAA;sim
Saber q o Denki falou isso me despedaçou tbm TOGA FICA LONGE DO KIRISQUAD SUA VADIA LOUCA Q ÓDIO;sim
Cresce vc sua NOJENTA desgraçada ngm te suporta estúpida burra eu odeio o BTS agora mais que tudo nesse mundo e se eu vê uma army na rua eu quebro a cara da vadia;sim
fez sua puta vadia safada vagabunda chata pobre desgraçada prostituta esquizofrênica cadeirante feia aleijada aloprada atropelada burra idiota cachorra presidiária fedida otaca filha da puta degenerada gorda monoteta corna peluda alombada sem bunda descabelada imbecil meretriz;sim
Vai de fuder sua vadia do crl mãe puta  não queria falar mal da flay tava tentando gostar dela mais vc tá criticando o Prior e esquece q sua fav cospe na mesa faz xixi na sala bebe água da piscina  se escora no Prior se abre pra todos homens e quando fica bêbada só faz merda ;sim
sua arrombada me dá meu boa noite puta vadia;sim
NOSSA CIBELE EU TE ODEIO TANTO SUA ESQUIZO DO KRL;sim
eu que vou expor você;sim
eu vou te expor e vou mandar derrubar sua conta p vê se voce me deixa em paz;sim
 vou expor ela pra ser cancelada Anitta lucrando com a situação Anitta você é perspicaz demais mulher;sim
Você vai ser o primeiro q vou expor;sim
você tá só afronte hoje né já não basta IGNORAR meu pedido de namoro e agota você tá criticando UMA GRÁVIDA vou te expor;sim
Q gordo nojento slk;sim
Gordo safado nojento;sim
O Gordo leitoa fica abanando a cabeça Bicho nojento esse cara Pelo amor de Deus Por que todo esquerdista tem que ser nojento e maldito;sim
Chamo nois de ROBO entao vamos mostrar os robos com CPF pra essa PEPPA senta o Dislike na Magrela ROBOZADA KkkKkKkkKkkkk;sim
se você não participar vou te expor vadia;sim
Nossa amiga assim que você me trata Vocês vão ver vou expor você e o Samaelzinho;sim
vou expor suas conversas comigo pra ver se você não vai ser cancelado falta só colocar dread pra apropriação fica completa;sim
vou expor você no twitter;sim
Vou começar a expor você viu;sim
Nem banho pra dormir você tomava só passava perfume pra eu não sentir o fedor toma vergonha na sua cara que eu vou te expor minha filha;sim
Nossa JP você é um baita de um cuzão Eu te odeio velho;sim
claro para vc lembrar que eu te odeio;sim
VSF VÉI TE ODEIO;sim
a jogada ja tava parada gordo doente;sim
Todo mundo odeia o Breno garoto nojento do caralho GORDO;sim
vai se fude fdp do caralho cara de buceta infeliz de merda cu de vidro cu de abelha cu de porta cu de bosta cu de fiapo desgraca bucetao pau gordo caralhudo cria do justin bieber high note da fergie no hino nacional pé de prancha cu trancado desgracado jumento nojento da porra ze;sim
PQ HOMEM OCIDENTAL FICA ANDANDO SEM CAMISA E AS PESSOAS ACHAM ISSO NORMAL MEU DEUS NAO TEM COMO VISTA UMA CAMISA MACACO DESGRAÇADO;sim
Tem que dar 3 tapa na cara dessa magrela De botar um vestido branco vai ficar igual um cigarro avarejo ;sim
Correu do debate e quer vender ainda opinião mas é um bosta mesmo essa magrela;sim
EU AVISEI KKKKKKKKKKKK GORDO NOJENTO;sim
em pleno setembro amarelo vocês comparando o gecossexual a um saco cururu pelo amor de deus galera ele pode ser tudo feio gordo irracional fedido e nojento mas ofender o coitado do sapo com uma carniça dessas já é demais por favor tenha empatia com o a nossa fauna;sim
Joice Magrela mais chata que nunca;sim
Chora viado favelado;sim
Me obrigue favelado sem o ensino médio;sim
Chora favelado sem o médio;sim
Ela foi mt lendária se nao fosse o cara de macaco BAUÍNO do caique aguiar e da cadela com cara de traveco da fernanda lacerda nadja teria saído  campeã NADJA NO HOJE EM DIA;sim
ata desculpa nojenta;sim
esse gordo nojento que preside a camara dos deputados se acha nem diploma de faculdade o canalha tem;sim
vai toma no meio do seu cu seu arrombado ficou melhor q aquela bosta de farm lá q tu fez;sim
Larga arrombado de merda aqui não é Cruzeiro pega tua mala e vaza pela porta dos fundos;sim
Esse maluco é um arrombado E o respeito com a instituição Cruzeiro Não teve e agora tomou o que merece;sim
nossa mano eu to puto da cara com esse mlk arrombado de merda;sim
Não da pra jogar lol com pedro maldito macaco filho da puta Todo jogo esse arrombado kita;sim
Baitola e vc sugando minha rola Seu cara do cu;sim
caralho sossega baitola;sim
Vc é a vaca pq ela é mais baitola;sim
ele é gay bixinha homossexual viadinho boiola e também é baitola askharryp;sim
vc é tao baitola q da pra duas pessoa;sim
Vá se fuder Baitola;sim
Segundo o Anitter a culpa é a da Ludmilla o racismo que ela está sofrendo se manca baitola;sim
Tudo baitola;sim
E qual o teu boneco senhor baitola Kk;sim
bundao brancao chupa cu de pm;sim
bundao pq eh fechado com os bota por isso n vai falar nada otario;sim
Um bundão cercado de puxa sacos uma imagem horrível pra ser vista numa sexta a noite;sim
Bonito quer dizer que a gente produz energia pra metade dessa vcaralha desse país e não tem desconto em seu lindão tinha que ser o bundão do corno;sim
Esse Tiago Nunes é um bundao mesmo pqp Que cara covarde;sim
E a justiça e a imprensa ainda colocam a culpa nas vítimas deste milico bundão e terrorista;sim
Aposto que na infância esse sabujo passador de pano era o bundão da escola talvez até na adolescência  tentou ser MBL mas foi limado  hoje resta esse patético papel de continuar sendo bundão e alvo de chacota;sim
Eu vou é te processar cadela sarnenta;sim
Lula LADRÃO pilantra vagabundo safado corno pilantra vagabundo safado mortadela ladrão pilantra vagabundo safado corno pilantra vagabundo safado corno pilantra vagabundo safado corno pilantra vagabundo safado;sim
Que passem o feriado inteiro mofando na estrada bando de corno;sim
tu vai te cagar feiosa;sim
VAI SE FUDER TBM INFERNO;sim
DESGRAÇA DE DM FILHA DA PUTA QUE N MANDOU A PORRA MENSAGEM EU VOU QUEBRAR ESSE TELEFONE DOS INFERNO VO ENFIAR ELE NO CU DO INFERNO QUE DESGRAÇA;sim
Ninguém te quer aqui tmb n querido você não é nem louco de voltar tmb;sim
Deixe de ser marica bode velho ladrão;sim
Pelao marica;sim
Mano Para de ser um merda Krl a mina te beijou lá e se troca ela por uma guria sem graça só pq ela usa espada q nem tu Porra tinha q ser protagonista de anime ruim;sim
Vagabundo e irresponsável é um canalha cujo perfil do tweet é com bandeiras de países comunista;sim
Ou simplesmente bolsonarismo O vagabundo miliciano já conseguiu aparelhar praticamente todas as instituições É o bolsonarismo corrompendo por onde passa;sim
Eu ja era bem cético com políticos Decidi apostar no vagabundo do mito e foi pior do que em 2002 quando votei no sapo barbudo Eu não acredito mais em nenhum a não ser quando provar mas não pelo meu voto Moro não verá meu voto;sim
Só vi vagabundo aí;sim
Ato de respeito à vida que vc não teve seu vagabundo quando por pura politicagem negou o protocolo de medicamentos que poderia ter salvo  um sem-número de pessoas Vc é culpado pelo assassinato de milhares seu boneco embotocado Seu canalha;sim
Morreu foi pouco vagabundo nesse tempo;sim
Só no cartão corporativo esse vagabundo dá um desfalque de mais 31 mil reais por dia ao povo brasileiro e pra quê pra desgraça ir rodar bolsinha na beira da estrada;sim
O cara ainda tem coragem de falar mal da diretoria JSKSJAKSJKQSKKS vagabundo sem vergonha;sim
Vagabundo nunca formado assim vc é conhecido na família;sim
VAI TRABALHAR VAGABUNDO;sim
A DOR DE CORNO DE VAGABUNDO COMUNISTA PERDEDOR NÃO ACALMA;sim
Cala boca ladrão vagabundo;sim
vagabunda;sim
vo te chamar do q entao vagabunda se nenhum tu gosta;sim
que saudades eu tava de um fut velhoooooooooo e vai toma no teu cu arrombado falastrão pipoqueiro venancio__0  pra jogar no meu time tem que saber bater pênalti;sim
foram só 5 segundos seu arrombado abre essa porra desse portão presciso fazer o enem caralho;sim
meudeus eu não tenho UM dia de paz que desgraça velho eu odeio esse arrombado era pra ter morrido esse corno do cacete;sim
No discurso da posse o Rocinante declarou que o politicamente correto tinha acabado E vc aí choramingando por causa de uma piada seu arrombado;sim
meu amor n me decepciona nunca alô jean arrombado do crlh;sim
tira o fixa seus arrombado;sim
bando de arrombado do clh;sim
Adnet é um hipócrita arrombado igual o Duvivier ambos se merecem;sim
Mas que id de baitola em amigo;sim
que viado baitola da porra se vai te fude KKKKJJKKKJKAJQLSJWLQJSLSJQLAHSOQHSLSJS;sim
namoral não suporto nem ver aquele baitola nem mais em fic nem au;sim
boiola não otto baitola;sim
cadela previsível;sim
pela sua mãe aquela cadela;sim
Nossa q grt fdp tem que ser corno msm kkkkkkkkkkkkkklkkkk;sim
Muuhpro seu fdp eu que quero jogar o fifa 21 nao quero ver vc jogando seu corno;sim
Seu verme vagabundo  sem vergonha vc vai sumir do mapa para sempre é nunca mais voltará  ao poder seu verme gordo antipático de merda;sim
E como vc sabe sua vagabunda;sim
To só o ódio pq essa filha da puta fica de quasquasquas em rede social como se fosse muito boazinha mas eh só a gente q sabe q essa é a parte podre da familia q não vale nem um piru Doida pra pranchar essa vagabunda q odio;sim
VAGABUNDA  tu vai passar com teus filhos o que tu tá fazendo com o meu Tóxica;sim
amg estou me sentindo ofendida sua vagabunda de merda;sim
eu sou rancorosa mesmo vai peitar vagabunda;sim
Vagabunda te odeio;sim
Toma vagabunda pirocada de bandido;sim
Nem eu que pego homem saia com uma jamanta dessa bixo gordo parece um hipopótamo Cheio de pelo colesterol alto cheio toucinho na barriga e as pernas parecendo um MOCOTÓ Deus me livre que cara nojento;sim
KKKKKKKK ESSE FDP IMBECIL LIXO MERDA CORNO;sim
q ensinar essa imunda na dm oq da block nessa cadela desgraçada;sim
xô cadela vagabunda piranha desgraçada n venha falar cmg hoje;sim
Enfia política no cu seu arrombado;sim
Bandido de merda marica fofoqueiro do crlh;sim
espero que o arthur tenha uma morte bem lenta e quando ele morrer ele queime no fogo do inferno;sim
Nossa tudo isso Fodase aproveita e junta dinheiro agr pq como vc é um viadinho de merda n tem futuro n kksksksksk;sim
Não tô suportando esses viadinho de merda falando comigo sem nada pra me oferecer Inúteis;sim
DOCTOR REEEEEEYYY ARROMBAAADO DO KRAALHO SE EU TE PEGAR EU VO TA TANTO SOCO NESSA SUA CARA SEU VIADINHO DE MERDA -vai nada cala boca ai 3 ovo - 3 OVO QUE EU SOQUEI NO SEU CU SEU DIXGRAÇADO;sim
cala boca seu macaco filho da puta;sim
LENA DESCE ESSE VIADO NA PORRADA PF;sim
viado se vc botar isso na minha tl dnv eu vou aí na sua casa come seu cu de porrada;sim
Idiota burro retardado lixo vagabundo imbecil débil mental cachorro chifrudo merda chorume travesti degenerado chato mal amado brocha pau pequeno careca sem amigos filho da puta arrombado analfabeto cadeirante marginal bandido pobre favelado criminoso diabético fudido chupa bolas;sim
Vai se foder otário quem está incomodado são vcs burros que não sabe de nada e querem cagar regras Trouxa mesmo viu;sim
E AONDE SEU MACACO FALANTE AONDE ESSA ATITUDE FOI PROPORCIONAL VAI TOMAR NO MEIO DO TEU RABO VAGABUNDO DESGRAÇADO;sim
vagabunda feia desgraçada atropelada fedida nojenta asquerosa te odeio;sim
EU SABIA QUE ODIO NUNCA MAIS COMENTO MAIS PORRA NENHUMA EM CARALHO NENHUM SEU SUA  DESGRAÇADA DOS INFERNO CADELA VAGABUNDA CACHORRA VAGABUNDA DE MERDA VAI TOMA NO TEU CU SUA DESGRAÇADA EU TE ODEIO NOSSA BOU ENFIA JMA TORA NO TEU RABO TAO FORTE QUE VAI VARA NA BOCA SUA PUTA DOCARA;sim
CARELLI VELHO DESGRAÇADO EU TE ODEIO VSFFF;sim
professor filho da puta eu te odeio tanto seu desgraçado;sim
seu imbecil filho da puta vai cuidar da tua vida seu desgraçado a mulher ja disse que tentou outras fórmulas mas não tava funcionando seu bosta seu merda seu idiota seu vagabundo do caralho vai se foder felipe neto eu te odeio eu te odeio eu te odeio teu odieodbeuskucoaxfkalxldke;sim
viado fresco afeminado baitola morde fronha minina bambi são paulino atrasa merda mão no chão guinu ré no quibe queima rosca boneca bixa boiola florzinha alegre pederasta sodomita saltitante fruta biba dá chifre em mulher casada fala traveco emo  peida saco viadinho mela cueca;sim
tem que apanhar viadinho vira homem bixa baitola mulherzinha vai pro inferno;sim
mina magrela sem doença nem distorção corporal nenhuma que fica na internet querendo atenção dá vontade de quebrar no meio de tanta porrada bando de cadela do caralho;sim
Eu não tenho que te respeitar sua vadia;sim
Vai educar sua vadia seu verme inútil filho da p;sim
Kkkk otario se infio no Mato pra falar merda depois  deve ter colocado esse cano no cu ne seu arrombado;sim
ele é um corno arrombado tá doendo;sim
está piranha vagabunda não vai falar o pq me deu block não;sim
e você é um lixo né eu juro que se for pra abrir a boca fale algo que preste e algo bom um merda mesmo em;sim
vsf vc merda lixo coco bosta;sim
Vai militar pra lá o pedaço de merda do krltu deve ser louco pra dar a bunda de tão preso que tu ta e vem dar uma de machão no twitter seu lixo humano vai lá falar de política resto de lixo hospitalar;sim
Calado verme insolente petulante carrapato imundo lixo inferior diamante afundado horrível fracassado nojento fedido cnidario porco se tu continuar metendo o louco o CJM vai te vulcanizar apavorar esgormitar esfarelar te fazer sucumbir desaparecer escafederFica esperto maluco;sim
Vou dar ideia pra louco e racista não seu lixo fica aí bostejando sozinho;sim
ESTE VERME ALMA SEBOSA CARCAÇA DE GRILO ACHA QUE PODE VIR AQUI NO MEU TWITTER E FALAR MERDA POR FAVOR EXCLUAM A CONTA DELE IMEDIATAMENTE;sim
Adelio nem pra terminar o serviço incompetente do caralho É isso aí seu verme tá em eleição ainda né Fascista de merda;sim
demite o jean aí então aquele verme de merda;sim
A Verme tomou no toba sem vaselina Essa broguerinha di merda não cansa de passar vergonha;sim
Kkkkk ele ta emprestado seu verme ngm vai dar ele de graça pra ele jogar na serie A assim Ele era camisa 10 do sub 20 com 16 anos fala merda nao seu lixo;sim
É ascampello a cada dia que passa vc se mostra mais BABACA e um presidente DE MERDA Eurico saiumas vc continua a ditadura no clube Seus dias no clube estão contadosseu VERME;sim
Esse maluco é um merda E foda-se o fã clube desse verme;sim
Lulu volta pro esgoto verme de merda Vai pro shopping  gastar o resto do erário que caiu na tua conta Hipócrita de bosta;sim
Argumento de merda Vai lá torcer contra verme Gambá de verde Lixo;sim
Rapa vai toma no seu cu fala merda não verme Pra falar uma bosta dessa não assistiu um jogo não gostou faz melhor e se destaca como melhor mid laner do split aí Acéfalo desprovido de raciocínio lógico;sim
seu verme  atraso da nação Nessa foto vemos bem o tipo de parlamentar que vc é  Vc mantém a tradição carioca de eleger   Merda ;sim
vai tomar no cu seu lixo seu verme seu bosta seu fudido seu arrombado seu pau pequeno seu cuzao seu merda seu mau caráter SEU FILHO DA PUTA;sim
BOCA DE SACOLA DO CARALHO MORRA ROBO SEU VERME TOP LANER É TUDO IGUAL NESSA MERDA;sim
VC É UM VERME QUE ENVERGONHA A CLASSE ARTISTICA AINDA BEM QUE VC É UM PÉSSIMO ATORUM MERDA E AGORA UM GADO SUBMISSO E ESCRAVO DO MAL;sim
Chora verme imundo isso é GabiGOL paú no cú vai reclamar com o merda do Dome que coloca o perebinha preto da base inves de gabiGOL e o Craque PEDRO;sim
Esse lixo verme que luta contra o Brasil é um dos maiores hipócritas que eu vi Willian Bonner vc é um merda falso mas que fede muito;sim
Vai se foder seu monte de bosta imprestável Lixo da pior espécie ocupando o lugar q já foi de Gil e Juca Ferreira Que buraco sem fundo esse país virou Lunáticos Hão de pagar Verme de merda;sim
Com todo respeito vai toma no olho do seu cu filho da puta enfia essa merda ai no teu rabo aproveita e usa isso ai na redação do enem pra diminuir a concorrência verme;sim
PROFESSORA VAGABUNDA VADIA CADELA IMUNDA PEREÇA SUCUMBA VERME IMUNDO RETARDADA ARROMBADA PROSTITUTA PROJETO DE SER HUMANO INFELIZ SUA MAE TE ODEIA SUA FILHA DA PUTA SEM AMIGOS;sim
Agora o lucas sempre vai ser o cara das orelhas de macaco tyongverse;sim
eles são um bando de idiotas e imbecis não sei como a cara não queimava falando “a gente usa pra chamar de burra” enfia o macaco no cu porra racismo escancarado;sim
vagabunda filha da puta tá tentando ser eu essa marica nojenta bafuda catarrenta maldita piolhenta ogra;sim
Tem que ser muito problemático pra seguir esse frouxo covarde e bundão;sim
Essa foto do Neymar aí seu verme  Se liga mano se for pra servir o país e dar orgulho pra minha família eu faço outra coisa tu tem merda na cabeça de bater no peito pcausa de exército gosta de ser pau mandado vai lá bundao;sim
QUERO Q VC E TODA SUA FAMILIA JUNTO C QQ PESSOA Q SEJA PARENTE SEU SE FODA INTEIRO Q QUEIME NO INFERNO VC NAO PASSA DE UM BUNDAO CUZAUNN LIXAO PRAGA DE VIADO NAO PEGA EM MACHO SEU VIADINN APROVEIVA SE PREVINE ENCHENDO O TEU RABO E DE TODA TUA FAMILIA DE OZONIO;sim
feio imundo cabelo oleoso e feio xato pescotapa abusivo toxico manipulador estranho momo corno areombado lixo chorume bosta viadinho estranho amedrontador ameacador sem nocao se m coracao;sim
Esse drogado do uncerto bosta não para de MIMIMI Perdedor corno babaca Ladrão safado sem vergonha;sim
Fala aí corno cu de cana kkkkk ok Fica calmo que como diz o seu ídolo da comédiabosta adneté só piada rsrs;sim
filadaputa lambisgoia corno cuck inseto lixo bosta sucumba;sim
Olha o corno falando merda é um bosta mesmo Vai pro inferno seu imbecil Ciro Gomes idiota;sim
MORRE RODINEI MORRE SEU FILHO DA PUTA TU NÃO JOGA NADA SÓ TÁ NO TIME PELA RESENHA SEU BOSTA SEU VERME SEU DOENTE MENTAL BUNDA MOLE DESGRAÇADO RETARDADO CORNO BUNDÃO IDIOTA FEIO;sim
CHUPA SEU CORNO VELHO DO KRL BARBA DE BOSTA PARECE A JUNÇÃO DOS MEUS PELOS DO CU COM OS DO MEU SACO SEU FILHO DE UMA PUTA;sim
Esse drogado do uncerto bosta não para de MIMIMI Perdedor corno babaca Ladrão safado sem vergonha;sim
Fala aí corno cu de cana kkkkk ok Fica calmo que como diz o seu ídolo da comédiabosta adneté só piada rsrs;sim
goleiro fudido bosta corno;sim
Gnt é old q esse jonh é um bosta sempre de achou o fodao nos gps do face de tøp mas é um corno;sim
Humcerto Bosta a investigação corre em SIGILO Não sabemos a BOSTA toda que o Sr fez porque arquivaram toda roubalheira seus contatos suas propinas e canalhices Corno imundo vá pra PQP Se atole no que vc melhor produz BOSTA;sim
não suporto esse fepile teno eu chamaria este corno na paulada se visse ele na minha frente monte de bosta oportunista do caralho;sim
Sim eles são uma merda um é uma bosta outro é um coco outro um lixo um corno um baitola arrombado Mas ele tem músicas boas;sim
Tem  um trecho de uma musica que me lembra muito você começa assim VAGABUNDA;sim
sim caralho parabens vc e uma genia sim inteligente abeça sua vadia agora pare de enche meu saco sua rata no cio vagabunda;sim
vagabunda puta de merda dava ate pos cachorro va pa puta que te pariu;sim
vai toma no cu vagabunda;sim
puta vadia prostituta vagabunda professora chata pobre cadela cu preto;sim
