Tweet;Classificacao
Vá dar ré no kibe seu baitola  FDP  ;sim
Vc é um grande filho de uma puta seu desgraçado vc não sabe o que é viver na miséria sei lixo arrombado vai queima no inferno gordo maldito;sim
Melhor deixar o Brasil quebrar e o povo morrer né Seu filho de uma puta arrombada e de um corno Seu bosta insignificante de merda ;sim
Esses amigos do Gabriel são uns fudido né Porra fica igual uns marica de fofoquinha nunca vi bandido ser fofoqueiro Vão se fuder porra Enfia a língua no cu  Ninguém vem me contar as merda dele agora eu piso o pé fora de casa PRONTO  Postura nenhuma;sim
logo vc que participa de um squad como esseque fala essas coisasvai se foder viadinho de merdavc acha mesmo que tem direito de falar alguma coisa;sim
vagabunda vira folha kkkkkkk;sim
Eu ja era bem cético com políticos Decidi apostar no vagabundo do mito e foi pior do que em 2002 quando votei no sapo barbudo Eu não acredito mais em nenhum a não ser quando provar mas não pelo meu voto Moro não verá meu voto;sim
Para de me fazer passar vergonha É isso que você tem a me oferecer Se sim vou te expor;sim
Pare de se achar a mais gostosa do mundo você é uma puta de twitter magrela não uma prostituta de luxo bem malhada porra;sim
Eu amo ela é  mt lendária se n fosse a cadela feia da fernanda lacerda e do cara de macaco do caique aguiar ela tinha vencido NADJA NO HOJE EM DIA;sim
tu vai te cagar feiosa;sim
Assassino psicopata doente louco;sim
AE felipeneto SEU FILHO DA PUTA VAI FAZER TEXTINHO RECLAMANDO DA MERDA DO VAR AGORA SEU VERME OU SÓ NÃO PRESTA QUANDO É CONTRA SEU TIME VAI TOMAR NO CU CARALHO;sim
cala a boca seu nerdola fracassado para de falar merda na internet seu verme;sim
vagabunda filha da puta tá tentando ser eu essa marica nojenta bafuda catarrenta maldita piolhenta ogra;sim
Você tem que se fuder mesmo o arrombado fdp;sim
QUEIME NO FOGO DO INFERNO VANZO SEU ARROMBADO;sim
fim de carreira Isso é alguma referência a sua vida fudida vadia;sim
Tudo baitola;sim
que vagabunda KKKKKKKKKKKKKKKK;sim
um baitola msm;sim
sua minhoca vadia bri;sim
Vá pro inferno idiota      Você não deve ter visto  a reportagem do oswaldojor Não é   Também não deve lembrar sobre a defesa incansável do uso precoce da cloroquina etc Não deve lembrar da usurpação dos poderes de ação do presidente que o STF chancelou   Sai fora PNC;sim
ta falando dos integrantes racista e chamando uma negra de mcaca sua vadia do caralho;sim
racistinha de merda macaco sujo do caralho;sim
Então Embuste ele vai cagar dinheiro Porque o Governo Federal tá endividado até às cuecas;sim
carelli vc eh um velho safado quem mandou vc colocar esse agressor e assediador do biel toma vergonha nessa sua cara seu verme vc tem que obedecer o público seu merda;sim
Meu filho eu não te devo satisfação não sai louco viado;sim
está piranha vagabunda não vai falar o pq me deu block não;sim
Não tem perfil pra nada esse gordo nojento;sim
agr wue eu vi essa porra vtnc baitola do caralho vo te senta a porrada;sim
Tem  um trecho de uma musica que me lembra muito você começa assim VAGABUNDA;sim
Desbloqueiei otário Fala agora E acho bom tu apagar a minha foto pois não te dei essa liberdade Se for homem de verdade bota a tua cara seu cuzão Esquerdomacho de merda;sim
garganta profunda seu baitola;sim
Vem na mão enta9 se tu é o bonzao baitola eu quebro é na porrada;sim
Vc é um bosta e um corno  uma combinação perfeita para seu caráter ;sim
É sua vagabunda sua piranhola sua meretriz sua vagabunda sua vadia sua populesca sua remelenta sua desgraçada sua… — nao vou te comer phasma;sim
ISADORA SUA VADIA FILHA DUMA PUTA ME DAR UMA MAMADA TU NÃO QUER;sim
A CULPA É DESSA MERDA DE PRESIDENTE SIM ESSE VAGABUNDO LADRÃO E VOCÊS QUE SÃO A FAVOR DELE É PIOR QUE ELES SEUS BOSTAS VERGONHA DESSES ELEITORES LIXOS DESSA PRESIDÊNCIA LIXO AglomeraBrasil;sim
entendi tomara q seja assim msm esse arrombado tem q se fuder;sim
Ex-ator da Malhação tá ameaçando quem te crítica agora policiafederal vem ver o cara dando carteirada a suas custas Aproveita e já prende td mundo pq vamos continuar zuando esse VAGABUNDO BABACA MIMIZENTO;sim
minha filha se eu quisesse seu ex eu já tinha pegado nn vem falar bosta q eu sou talarica nn vadia puta safada esquizofrênica vagabunda estranha chata sem bunda desgraçada rapariga esquisita burra idiota cachorra cadela fedida filha da puta paranoica louca doida sem amigos;sim
Você é um cretino Um bandido condenado Ainda que essa merda toda que você escreveu fosse verdade mil vezes alguém como o Bolsonaro do que um verme como você que roubou e deixou roubar às custas da educação da saúde e da segurança do povo Existe o Mal E existe você Lixo;sim
vai tomar no cu sua vadia ngm tem dinheiro caralho katyperry;sim
milo eu te odeio ao inves de posta foto da cara vc me posta foto dessa vareta que vc chama de perna seu corno;sim
Cala a boca favelado;sim
GORDO FILHO DA PUTA;sim
To só o ódio pq essa filha da puta fica de quasquasquas em rede social como se fosse muito boazinha mas eh só a gente q sabe q essa é a parte podre da familia q não vale nem um piru Doida pra pranchar essa vagabunda q odio;sim
Cala a boca seu gordo nojento;sim
caralho vagabunda;sim
MEU DEUS QUE ÓDIO DESSE BAITOLA DE CABELO ROXO POR QUE ELE NÃO MORRE;sim
Vadia do caralho qrnd vim sentar na janela Aqui não sua piranha Vem com historinha de Deus aqui não;sim
foram só 5 segundos seu arrombado abre essa porra desse portão presciso fazer o enem caralho;sim
PUTA QUE UM CARALHO BOTARAM O FUDIDO DO MEU TIO PRO MEU QUARTO PRA OUTROS PARENTES FUDIDOS FICAREM NO Q ELE TAVA SEM CONDIÇÕES ALEM DELE SER UM PUTA GORDO NOJENTO Q TRAI A MULHER AINDA SE ACHA TEM Q METER A POHADA NUM GAY DESSES PRA ELE VER QUEM É Q VAI CUIDAR DELE NUM LEITO;sim
Te interna lixo bebeu uma lata e quer ficar louco;sim
KKKKKKKKKK você sabe que não é bem assim para de se fazer de sonso Vou te expor se continuar se fazendo de cinico;sim
bundao brancao chupa cu de pm;sim
Ir sua vadia;sim
Que gordo nojento todo mundo praticou pedalada e temer legalizou depois mas dentre todos ele só crítica a Dilma Ah vtnc nhonho;sim
Adelio nem pra terminar o serviço incompetente do caralho É isso aí seu verme tá em eleição ainda né Fascista de merda;sim
O mais cômico do Constantino esse bundão é que o servilismo dele vai ganhando corpo aos poucos Mais um mês ele tentará ocupar o lugar do Mário Frias o “batedor de palmas oficial da República “ ;sim
eu menina bbk transfobica e riquinha nojenta vai capinar um quintal vadia;sim
cala a boca seus verme de merda sai da minha tl;sim
preguiça d esperar por você seu viadinho d merda sifoda;sim
Vai te fude viadinho de merda;sim
Cala boca vadia olha sua cara de prostituta;sim
tulio eu te odeio seu arrombado vai tomar no cu a minha mae viu essa poraa corno;sim
bha tô triste compraram a moto que eu ia compra FALTANDO 5 DIA 2 ÚTEIS PRA EU IR BUSCAR FDP ARROMBADO CUZÃO DO KRL TOMARA q ESTORE A CORREIA ENROLE NA RODA DE COM A ENTRADA DO CAPACETE NO GUIDÃO CAPOTE E CAIA DE BOCA NO CHÃO;sim
vai raspar essa sua buceta encardida e peluda vadia;sim
isso que o macaco estuda a noite;sim
desgraçada te odeio espero que vc morra;sim
O macaco é o Olavo;sim
apagou seu viadinho pão com ovo fudido do caralho Tu é um merda nessa vida seu resto de punheta mal batido do caralho espero que vc tome muito no cu e se foda bastante sua desgraça mal amada;sim
Kralho q corno de bosta marca ele aq;sim
falava até pouco tempo que gostava tanto de mim aí agr tá com essa falsidade pra cima de mim enfim vagabunda kkk;sim
te odeio puta vadia desgraçada gira bolsinha filha da puta cu buceta pinto do bolsonaro gozo do cu do moro filha da mae estrume resto de aborto rata de esgoto bruxa capenga cirupira mas sua conta eh linda;sim
Infeliz aniversario amante de merda lixo verme;sim
puto vadio vagabundo safado escroto esquisito esquizofrenico pobre feio professor gordo barrigudo cracudo cu preto nojento asqueroso retardado mal amado mal comido arrombado virgem piranha prostituto;sim
se fode aí sua desgraça ambulante do caralho louca por atenção ne vadia putona;sim
aí vei vsf sua vadia n leva nada na brincadeira;sim
 mano eu te odeio eu sempre te odiei mano vsf pq vc é assim mano vai tomar no seu cu arrombadinho primata orangotango  sua mãe tem vergonha de vc vsf estou dando block;sim
Nem eu que pego homem saia com uma jamanta dessa bixo gordo parece um hipopótamo Cheio de pelo colesterol alto cheio toucinho na barriga e as pernas parecendo um MOCOTÓ Deus me livre que cara nojento;sim
ta me tirando sua vadia;sim
Que é porra Ta me tirando Quer cair na porrada seu baitola desgraçado;sim
Prof não ensina como fazer o trabalho manda a gente fazer e ainda obriga a gente mesmo a corrigir Desse jeito eu também quero dar aula arrombado do caralho;sim
cachorro e tu mesmo sua porra filho da puta ladrao cadela corna e loca cruza de puta com filho da puta vaca mane vadia invejosa e impotente engole a porra da tua boca de merda loca psicopata filho da puta da xenofobia e da inveja porra autista filho da puta puta do crime;sim
 FALEI NADA DISSO NÃO SEU VIADO;sim
Por que tem gente q tira foto bem perto da câmera pra mostrar essa papada de velho e essa cara inchada de cachaça É muito horrível seu fdp sua vadia seu marginalzinho;sim
PROFESSORA VAGABUNDA VADIA CADELA IMUNDA PEREÇA SUCUMBA VERME IMUNDO RETARDADA ARROMBADA PROSTITUTA PROJETO DE SER HUMANO INFELIZ SUA MAE TE ODEIA SUA FILHA DA PUTA SEM AMIGOS;sim
Esse Tiago Nunes é um bundao mesmo pqp Que cara covarde;sim
sério vai se fuder esse arrombado corno merda seca lixo bosta viado do caralho tomara que MORRA pra nunca mais incomodar ela;sim
EU TE ODEIO JACK RANDALL EU TE ODEIO COM TODA MINHA FORÇA SE EU PUDESSE EU TE TRARIA DE VOLTA DOS MORTOS SÓ PRA TE TORTURAR…;sim
é desgraçado joga mesmo baitola do carai;sim
Tem que mandar esse gordo filho da puta tomar bem no meio do cu dele vagabundo  ordinário cachorro cafajeste puta de STF Chega de ultrages Se enxerga seu gordo  ridículo nojento porco filho do demônio respeita seu presidente;sim
seu gordo fudido Nossa equipe está trabalhando para te oferecer todas as alternativas possíveis para gerenciar s…;sim
PORCA PRENHA ASQUEROSA GORDO NOJENTO CORRUPTO MAIS TU VAI SE FODER PODE ESCREVER;sim
Bundão é vice seu comunista safado Mais respeito com k Presidente Seu gordo nojento ForaDatena;sim
calada cadel vou expor seu ponto de prost1tu1çã0 onde você pegou essa candidiase incurável;sim
Vadia ia adorar por vc no centro da minha sala para meus amigos e eu abusar de vc sua vadia;sim
filho da puta te odeio pra caralho tu so me magoa nessa porra e nao ta nem ai p mim faz o seguinte pega os seus  e enfia no cu caralhk desgraçado;sim
Sai cadela vagabunda;sim
vou expor que você usa gíria de outros estados sua sulista de merd3;sim
PUTA VADIA CACHORRA DESGRAÇADA ALOPRADA BUCETUDA SAI DA MINHA TIMELINE PUTA QUE PARIU NÃO AGUENTO MAIS SUA CARA;sim
vai se foder sua filha da puta cala a boca parar de falar merda vagabunda vai cuidar do filho da puta do seus favs que apoiam genocida aqueles sebentos sem talento algum q se acham alguma coisa por causa de retardadas como vocês;sim
nossa mlk desgraçado puta vadia esquizofrenico arrombado prostituta cadela ameba verme aloprado;sim
viadinho cu de apertar linguiça atropelado sequelado desgraçado baitola da cu puta vadia galinha cachorra vagabunda corno fedorento caçamba de lixo filho do Bolsonaro;sim
Quer saber o q é hipocrisia Se olha no espelho seu merda e vc verá a imagem detalhada da hipocrisia barata de merda que vc representavc é o tipo de lixo que o Brasil tem nojo Agora vai la chorar e pedir bloqueio para mim q é o q vc sabe fazer de melhorlixo;sim
vai me seguir nas duas contas agr pra que arrombado fdp vai te fuder hein vai se fuder;sim
Verme nojento cara de macaco se tu falasse assim comigo na minha frente eu quebraria seus dentes e vc nunca mais chuparia uma rola por meses filho duma cadela sarnenta Seu chupador de rola do presidente puta safada cara de corno;sim
Quem faz pouco caso dos Brasileiros é esse governo corrupto sujo A paródia aqui são vocês um banho de vagabundo que estão destruindo nosso país Larguem mão de ficar fazendo notinha de mimimi é vão TRABALHAR;sim
Japonês viado;sim
vou deixar por 15min vagabunda;sim
Ó o macaco falante aí KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK;sim
eu abri isso já xingando corno imundo lazarento desgraçado baitola fresco arrombado desenfreado infectado;sim
QUERO Q VC E TODA SUA FAMILIA JUNTO C QQ PESSOA Q SEJA PARENTE SEU SE FODA INTEIRO Q QUEIME NO INFERNO VC NAO PASSA DE UM BUNDAO CUZAUNN LIXAO PRAGA DE VIADO NAO PEGA EM MACHO SEU VIADINN APROVEIVA SE PREVINE ENCHENDO O TEU RABO E DE TODA TUA FAMILIA DE OZONIO;sim
Ninguém merece vizinho favelado desse FDP sem senso coloca o som no talo uma hora dessa praga dessa tem que morrer;sim
Eu que to adorando isso sua falsa Cobra vadia de merda;sim
caralho cabeça de betoneira de fazer cimento abre essa live logo seu macaco cabeçudo;sim
E ele não mentiu cadela sem 1 solo em mais de 12 anos de carreira Fracassada Sem feats e remix essa coitada não eh ninguém;sim
vou expor o que voce disse;sim
quebrando sua bunda na porrada quer o troco da mamada vadia ;sim
Tá passando frio porque quer Tô aqui louco pra te cobrir de porrada;sim
E vc preto favelado pobres Defendendo milicianos;sim
MOLEQUE LIXO LOUCO PRECISA HOSPICIO URGENTE;sim
Então vai se fuder favelado de merda;sim
Só me dás razão favelado Dizes mentiras que o atlético das favelas compra o Benfica Isto não é uma provocação Nunca saias da favela Estás bem é aí animal;sim
Vadia VADIA EU TE ODEIO SUA VADIA Me recuso a escrever mané na mesma frase que me refiro a voce porque ENCARDE a frase com sua alma suja de bosta sua estrupicio fudida;sim
Só não te pus a ti pq tu de certeza que já tas nos 3 dígitos seu gordo;sim
macaco véio desse da licença vai se fude;sim
MaiaNãoGostamosDeVocê Tem milhares de projetos importantes q este Sr sentou em cima com seu bundão Projetos q mudariam nossas Vidas Filhos e Netos pra melhor mas este Sr não pautou pq ele ainda acha q deixar o Povo sofrer é  fácil manipular Tenho dó um dia a paga chega;sim
Pra acabar com a sua raça suja eu topo tudo vadia só o tanto que vc me percegue me fez te odiar muito sua puta maldita eu vou te perceguir pra sempre sua cadela imunda suja odiosa;sim
2 hel bitches vc s naõ se casaram de me perseguir ne me deixam sem comando de internet vc e aquela familia nojenta do riquinha do navappqp saiba que se não para por aqui levo um ate no inferno não vou matar não ate por que pessoas que qnt mais perto de deua são mais atentadas;sim
Aposto que na infância esse sabujo passador de pano era o bundão da escola talvez até na adolescência  tentou ser MBL mas foi limado  hoje resta esse patético papel de continuar sendo bundão e alvo de chacota;sim
E antes que tu chama mais ainda a gente de louco da uma olhadinha mas merdas que você falou e defendeu Você é nojenta imbecil e babaca;sim
esse Viana me valeu o voto só dele ter sido o único senador mineiro que votou a favor da MP de armas do Bolso ano passado Os demais que o Fidel os carregue principalmente o leitão explodindo de gordura com salário gordo pago pelo escravo pagador de impostos;sim
Nossa JP você é um baita de um cuzão Eu te odeio velho;sim
Você tá tentando impor padrões de gênero em mim vou te expor sua rad imunda vai ser cancelada pelo Twitter e pelo radtt;sim
Quem tem fama de ser ressentido é gordo e não viado uHEUheUEH por esse mesmo motivo vc se esconde atrás de um perfil Fica nervosinha não gordinha Eu sei que vc quer falar de cabelo make e memes gays é a única coisa que vc sabe mas ñ tenho tempo pra isso Vlw baleia ;sim
amiga muito menos eu ate pq eu nao tenho NADA haver e a história é das 3 negócio é que uma puta vagabunda me botou no meio vei logo eu tipo ;sim
sidcley nojento gordo bacon imbecil idiota filho da puta animal incapaz sitiante aleijado vesgo torto poço de merda;sim
GORDO VAGABUNGOMERECIA SER ENFORCADO EM PRAÇA PUBLICA;sim
Muuhpro seu fdp eu que quero jogar o fifa 21 nao quero ver vc jogando seu corno;sim
oh viado burro de pai e mãe descendente de macaco do cu roxo do cu inchado filha da puta perdi grandes merda grupo de zap enfia esse grupo no teu cu seu filha duma puta a tua mãe da aquela xereca tu acha que ela casou virgem aquela filha duma puta;sim
vai tomar no teu cu seu arrombado;sim
Pq esses braços sempre pra cima Vc é e será sempre a PEPA vc é uma suína não pelo corpo gordo mas pela falta de caráter pela sujeita cretina que vimos q é depois das eleições mto embora nossos suínos não mereçam essa comparação;sim
bixa boiola baitola nerd desgraçado;sim
seu cu sua vadia o seu da chuca foi verdade sua mentirosa;sim
fodase se a pessoa mudou eu continuo desejando q queime no fogo do inferno eu hein vai se foder;sim
Esse bosta nem sabe falar Somos um país de idiotas Como uma nação elege um arrombado desse;sim
gay baitola tchola viado bichinha;sim
vou expor voce to esperando o meu video do furacao quero ver voce morrendo;sim
Vou dar ideia pra louco e racista não seu lixo fica aí bostejando sozinho;sim
Feioso fedido abortado mau amado feto podre puto bucetudo esfaqueado hetero burro vagabundo maconheiro petista facista merda bolsa de bosta merre incel arrombado cracudo filho da puta preconceituoso machista homofobico desperdicio de porra capeta coco macaco falante micro penis;sim
Rapa vai toma no seu cu fala merda não verme Pra falar uma bosta dessa não assistiu um jogo não gostou faz melhor e se destaca como melhor mid laner do split aí Acéfalo desprovido de raciocínio lógico;sim
gordo arrombado nojento lixo resto de aborto merdinha coco horrível carente e bozonarista;sim
O corno macaco do samuel;sim
Jogar um Fortnite lá o puto gordo;sim
Ah vai tomar no seu cu seu verme  Vc está na história como os vilões brasileiros Vc é um bosta  coronel de merda;sim
Corta do próprio salário gordo então populista nojento;sim
Eh a vicadela safada puta vadia piranha vagabunda;sim
vagabunda;sim
cê é louco cê acha mesmo que eu gostaria de ser um idiota útil feito vc seu heroi Bolsonaro e o Lula são farinha do mesmo saco lixo e vc assim como a maior parte da população são imbecis e lambe bolas de político;sim
 vou expor ela pra ser cancelada Anitta lucrando com a situação Anitta você é perspicaz demais mulher;sim
A yamsin e uma vagabunda;sim
SM sua puta queima no inferno vadia mal amada entenda que os meninos não são a merda de um robô eles são humanos e tem que descansar fdp SuperMDisbandParty;sim
vai tomar no cu seu lixo seu verme seu bosta seu fudido seu arrombado seu pau pequeno seu cuzao seu merda seu mau caráter SEU FILHO DA PUTA;sim
Queima no inferno Comunista Vagabundo em Palmas Tocantins;sim
VAI FAZER UM APELO PRO TEU ADVOGADO COMEÇAR A TRABALHAR DESDE JÁ BUNDÃO;sim
e quem é vc pra dizer algo eu tenho MIL imagens de vc traindo a Yves comigo e com outras amantes suas e eu vou expor tudo em rede nacional nas minhas próximas participações na TV aberta Você é tão lixoso que ainda nem disfarça que o pau tá caído de tanto comer outras;sim
primeiro que não tinham nem que ter trazido esse arrombado;sim
MINHA mulher sua vadia sem clítoris;sim
Krl eu te odeio real;sim
VAGABUNDA  tu vai passar com teus filhos o que tu tá fazendo com o meu Tóxica;sim
que odio odeio essa vagabunda me expondo;sim
maconha sensata puta sorriso corno cu merda assistir vassoura macaco iphone gado computador otário noia vadia pau followtrick kpop bts sexo transa au coxinha  desculpa por ser homem recife cadela spree rt siga todos que fav esse tweet nct jikook;sim
fiquei mermoesses arrombado que não entende piada de humor negro pelo amor de Deus;sim
eu que vou expor você;sim
PASSA PANO PRA LADRÃO QUER O BATORÉ NA PRESIDÊNCIA DO SENADO VAI SE LASCAR VELHA DESGRAÇADA O DEMÔNIO DO BATORÉ TIROU A PRISÃO EM 2° INSTÂNCIA PRA BENEFICIAR O LULADRÃO VOCÊ É PILANTRA SUA MALDIÇÃO DO SATANÁS LIXO  TEM  CAGAR SUA FOTO SUA BOSTA NOJENTA;sim
ESTE VERME ALMA SEBOSA CARCAÇA DE GRILO ACHA QUE PODE VIR AQUI NO MEU TWITTER E FALAR MERDA POR FAVOR EXCLUAM A CONTA DELE IMEDIATAMENTE;sim
Bundãocabra frouxoSeja homem rapaz;sim
sua puta problema é seu se vc não entendeu sua imbecil guarda sua teoria idiota no seu cu ao invés de tentar fazer com que eles saiam como mentirosos sua vadia do caralho enfia aquele vídeo cheio de mentiras dizendo q não odeia o jimin na sua goela;sim
Não passa de um filho da puta isso sim viadinho do Caralho que só faz merda pnc arrombado;sim
aborto do pai do papa seu fdp do krl vsf seu merda seu arrombado vai da seu cu no frei caneca fdp do krl cola q nois deita na porrada fdp;sim
Vou começar a expor você viu;sim
Vai se foder seu monte de bosta imprestável Lixo da pior espécie ocupando o lugar q já foi de Gil e Juca Ferreira Que buraco sem fundo esse país virou Lunáticos Hão de pagar Verme de merda;sim
vai se fude fdp do caralho cara de buceta infeliz de merda cu de vidro cu de abelha cu de porta cu de bosta cu de fiapo desgraca bucetao pau gordo caralhudo cria do justin bieber high note da fergie no hino nacional pé de prancha cu trancado desgracado jumento nojento da porra ze;sim
MORRE FILHA DA PUTA MORRE DESGRACADO TA DE BOA O VAGABUNDO ME CHAMAR DE VADIA E OS CRL A 4 MAS TA SUPER OFENSIVO EU FALAR Q O CARA AGE Q NEMUM MACACO SWNDO Q ELE E BRANCO E NEM E CONSIDERADO RACISMO MORRE FACEBOOK MORRA VO KITA DESSA MERDA;sim
 Desgraçado tomara que encontrem esse gordo logo e que a justiça seja de fato feita de fato pra mofar na cadeia;sim
cadela;sim
Uai favelado ce ta bem burrinho;sim
Vai de fuder sua vadia do crl mãe puta  não queria falar mal da flay tava tentando gostar dela mais vc tá criticando o Prior e esquece q sua fav cospe na mesa faz xixi na sala bebe água da piscina  se escora no Prior se abre pra todos homens e quando fica bêbada só faz merda ;sim
em pleno setembro amarelo vocês comparando o gecossexual a um saco cururu pelo amor de deus galera ele pode ser tudo feio gordo irracional fedido e nojento mas ofender o coitado do sapo com uma carniça dessas já é demais por favor tenha empatia com o a nossa fauna;sim
Chora favelado viadinho;sim
VOU EXPOR O AUE VOCE TINHA DITO HOJE DE MANHA;sim
namoral não suporto nem ver aquele baitola nem mais em fic nem au;sim
Sua vagabunda boqueteira para de passar pano pra este porco gordo nojento sua piranha Guga não joga nem em campo de várzea;sim
VC ME PARECE MAIS A MINHA EX SOGRASÓ FALA MERDAERA SEM VERGONHAE POR CIMA VIVIA AS CUSTAS DOS OUTROSESSE É VC VERME SAFADOLOGO NÃO TERÁ DE ONDE ROUBARE TERÁ DE BUSCAR TRABALHOSÓ UM CONSELHOSE APARECER NA PORTA DA MINHA EMPRESAEU EM PESSOA TE ARREBENTO SEU FDP;sim
NICHOLAS EU VOU EXPOR VOCE;sim
bananinha bundao ForaAras;sim
vai toma no cu vagabunda;sim
É o gordo do Danilo mesmo Se o Danilo disser que o Bolsonaro é medíocre eu vou dizer tbm Gordo nojento;sim
vesgo arrombado feio desgracado;sim
ss fudido do caraio filho da puta doente louco corno babaca canalha cretino estúpido idiota imbecil inútil lazarento maldito manipulador mongol monstro nojento otário palhaço patife salafrário retardado vagabundo trouxa boboca paguá panaca bobão lixo escroto verme burro desgraçad;sim
Vou contar até 1 pra você me desbloquear se não vou te expor;sim
Para pow tu e corno safado Na real tu não mata nem a vontade de transa dessa Piranha  q tã contigo pq tu e envolvido  Gordo fudido;sim
De puta aqui só sua mãe aquela cadela imunda Tenha mais respeito com o mlk aí seu verme insolente;sim
Escroto do crl filho da puta nojento mentiroso desgraçado arrombado infiliz sua certidão de nascimento devia ser um pedido de desculpas pra fábrica de camisinha xexelento do carai corno burro desgramado saco de vacilo metralhadora de bosta q n vale um peido;sim
Está vaca é sem noção  a mamata deve ter acabado né  sua vadia nojenta Eu sei o que deveria ser enfiado mais 3 vezes ;sim
mimar nada eu vou expor você;sim
sua filha da puta vai se tratar sua doente tomara que o karma faça você tomar bem no meu do seu cu sua piranha vagabunda tava hate no jmn de novo pra ver se eu não te busco no inferno sua otaria tá avisada viu vou te encher de porrada vou acabar com você;sim
FILHOS DE UMA PUTA LIXO ASSASSINOS DESGRAÇADOS MILICIANOS VERMES GENOCIDAS PORCOS FASCISTAS RACISTAS ESPERO BOZOVERME MORRER O QUANTO ANTES E ASSIM PODEREI CAGAR E ESPALHAR MERDA EM SEU TUMULO O QUE ELE MERECE;sim
rato sonolento foi para o paredão contra um rato baitola e perdeu;sim
Lembra do corno do Tardelli Kkkk e do Bruno nos pênaltis seu bosta Bostafoguense pra mim é merda e nem existe seu pau  o cu do caralhooo Rexxxpeita teu pai filho de uma puta arrombada;sim
esse tal de polar tá querendo me expor malvade eu vou expor voce tambem viu tenho tudo pronto pra esse exposed;sim
Queima no inferno;sim
